#chr	start	stop
chr10	23002391	23003838
chr10	23105903	23106083
chr10	23138339	23138535
chr10	23216583	23217132
chr10	23277741	23278175
chr10	23384286	23385301
chr10	23447085	23447571
chr10	23620928	23621300
chr10	23624099	23624440
chr10	23633248	23633679
chr10	23652006	23652888
chr10	23654483	23654660
chr10	23680744	23681133
chr10	23727432	23729265
chr10	23737766	23738019
chr10	23817381	23817577
chr10	23822294	23822493
chr10	23829282	23829980
chr10	24497863	24498868
chr10	24499037	24499288
chr10	24672356	24672977
chr10	24738345	24738637
chr10	24752880	24753266
chr10	24755122	24755512
chr10	24808956	24809268
chr10	24892259	24892517
chr10	24911170	24912248
chr10	24931753	24932044
chr10	24995382	24995697
chr10	25011693	25012029
chr10	25012775	25013983
chr10	25104101	25104302
chr10	25111363	25111787
chr10	25113188	25113349
chr10	25140453	25141013
chr10	25171334	25171502
chr10	25176352	25176932
chr10	25179498	25179658
chr10	25189927	25190259
chr10	25198023	25198191
chr10	25210001	25210557
chr10	25241355	25241894
chr10	25304822	25306234
chr10	25351507	25351762
chr10	26014977	26015257
chr10	26288682	26288841
chr10	26505016	26505185
chr10	26515863	26516025
chr10	26624116	26624451
chr10	26646132	26646485
chr10	26719636	26720110
chr10	26726801	26727924
chr10	26728461	26728842
chr10	26736268	26736684
chr10	26737449	26738103
chr10	26756532	26756820
chr10	26757719	26758159
chr10	26763489	26764096
chr10	26768820	26768995
chr10	26771028	26771485
chr10	26775979	26776763
chr10	26895278	26895532
chr10	26910947	26911145
chr10	26971866	26972198
chr10	26973666	26973856
chr10	26985871	26986945
chr10	27010401	27010756
chr10	27015009	27015501
chr10	27026737	27026977
chr10	27027284	27027477
chr10	27028114	27028554
chr10	27070210	27070962
chr10	27094317	27094799
chr10	27149015	27150329
chr10	27170679	27171196
chr10	27258100	27258668
chr10	27312253	27312952
chr10	27388911	27390710
chr10	27442991	27445119
chr10	27512804	27513037
chr10	27514782	27514961
chr10	27529289	27530121
chr10	27530704	27531538
chr10	27531707	27532435
chr10	27541289	27541781
chr10	27546201	27546794
chr10	27573915	27574249
chr10	27601938	27602099
chr10	27608814	27608986
chr10	27649589	27649767
chr10	27735201	27735441
chr10	27753634	27754265
chr10	27792579	27793676
chr10	27899036	27899242
chr10	27972418	27972597
chr10	28030856	28031677
chr10	28173107	28173534
chr10	28287410	28287927
chr10	28377051	28377222
chr10	28467220	28467979
chr10	28468460	28468689
chr10	28506896	28507092
chr10	28530700	28531016
chr10	28580673	28581202
chr10	28591472	28592406
chr10	28622264	28622587
chr10	28622995	28624392
chr10	28656897	28657595
chr10	28670811	28671090
chr10	28683047	28683313
chr10	28697284	28697725
chr10	28700704	28700969
chr10	28721210	28721479
chr10	28821089	28822941
chr10	28835036	28835368
chr10	28858648	28858805
chr10	28883078	28883621
chr10	28917196	28917441
chr10	28917662	28917889
chr10	28952700	28953169
chr10	28957582	28957845
chr10	28965933	28966890
chr10	29077298	29077476
chr10	29179921	29180088
chr10	29185347	29185545
chr10	29382512	29382674
chr10	29530258	29530450
chr10	29655345	29655549
chr10	29681507	29681785
chr10	29687455	29687633
chr10	29697942	29698952
chr10	29771802	29772209
chr10	29777573	29777791
chr10	29879287	29879849
chr10	29890456	29890672
chr10	29922226	29922492
chr10	29924680	29925286
chr10	29937054	29937393
chr10	29947791	29948656
chr10	29970390	29971267
chr10	29977945	29978254
chr10	29991449	29991945
chr10	30024017	30025307
chr10	30230293	30230459
chr10	30287234	30287502
chr10	30291105	30291263
chr10	30316036	30316708
chr10	30336834	30337360
chr10	30472236	30472400
chr10	30637579	30638398
chr10	30648527	30649084
chr10	30681421	30681780
chr10	30703081	30703523
chr10	30707292	30707972
chr10	30716585	30717253
chr10	30722373	30723589
chr10	30725926	30726634
chr10	30736162	30736502
chr10	30744861	30745388
chr10	30799629	30800007
chr10	30818385	30819061
chr10	30851834	30852367
chr10	30873098	30873301
chr10	30879496	30879657
chr10	30880275	30880532
chr10	30929055	30929404
chr10	30956756	30957007
chr10	30966505	30966791
chr10	30971386	30971879
chr10	30976605	30976904
chr10	30984514	30985197
chr10	30990292	30990982
chr10	30993705	30994657
chr10	31015688	31016165
chr10	31072855	31073454
chr10	31174253	31174412
chr10	31186652	31186817
chr10	31274662	31275375
chr10	31286812	31287049
chr10	31287643	31288292
chr10	31293794	31293978
chr10	31320467	31321518
chr10	31372753	31372947
chr10	31379826	31380065
chr10	31389926	31390474
chr10	31422709	31423095
chr10	31423269	31423442
chr10	31498184	31498395
chr10	31531693	31532253
chr10	31607234	31608691
chr10	31610399	31610835
chr10	31631653	31632684
chr10	31637366	31637645
chr10	31638418	31638605
chr10	31642353	31642853
chr10	31892283	31892698
chr10	31996623	31997174
chr10	32034568	32034954
chr10	32048100	32048362
chr10	32048735	32049617
chr10	32097606	32097783
chr10	32151325	32151613
chr10	32210118	32210297
chr10	32216667	32216992
chr10	32217180	32217917
chr10	32280531	32280758
chr10	32294025	32294193
chr10	32331752	32331945
chr10	32344476	32345622
chr10	32438239	32438447
chr10	32479608	32480005
chr10	32496458	32496658
chr10	32533266	32533977
chr10	32539412	32539800
chr10	32545608	32546102
chr10	32606800	32607199
chr10	32607355	32607674
chr10	32621138	32621862
chr10	32629670	32629876
chr10	32634969	32636570
chr10	32641561	32641800
chr10	32646087	32646625
chr10	32656688	32657160
chr10	32666475	32666960
chr10	32667413	32668673
chr10	32702515	32702845
chr10	32734675	32735626
chr10	32748179	32748711
chr10	32939236	32939520
chr10	33087829	33088067
chr10	33161056	33161334
chr10	33237376	33237595
chr10	33246467	33247617
chr10	33269345	33270187
chr10	33297761	33298390
chr10	33317546	33318345
chr10	33339336	33339598
chr10	33406838	33407052
chr10	33409350	33410151
chr10	33415025	33415578
chr10	33423096	33423587
chr10	33425448	33426009
chr10	33427893	33428652
chr10	33432241	33432522
chr10	33439785	33440101
chr10	33444735	33444966
chr10	33482344	33482517
chr10	33537576	33538254
chr10	33541487	33541997
chr10	33552913	33553498
chr10	33554651	33554818
chr10	33618976	33619697
chr10	33624139	33624593
chr10	33654726	33655239
chr10	33666377	33666729
chr10	33762791	33763074
chr10	33795922	33796243
chr10	33798102	33798377
chr10	33901441	33901828
chr10	33950786	33950988
chr10	34053848	34054316
chr10	34212331	34212659
chr10	34338145	34338440
chr10	34338828	34339150
chr10	34368142	34368303
chr10	34396930	34397090
chr10	34410819	34411147
chr10	34459049	34459291
chr10	34512995	34513195
chr10	34541189	34541379
chr10	34569632	34570177
chr10	34571246	34571476
chr10	34644191	34644398
chr10	34699881	34700125
chr10	34705170	34705367
chr10	34926399	34926662
chr10	34927392	34927622
chr10	34947525	34947725
chr10	35211399	35211602
chr10	35283385	35284013
chr10	35300575	35301075
chr10	35306590	35306845
chr10	35308612	35308803
chr10	35378664	35379699
chr10	35415430	35416754
chr10	35421088	35421264
chr10	35422601	35422769
chr10	35422935	35423126
chr10	35438046	35438802
chr10	35484027	35485557
chr10	35497553	35498010
chr10	35507381	35507824
chr10	35508360	35508539
chr10	35559067	35559234
chr10	35598091	35598258
chr10	35617434	35617813
chr10	35624844	35625683
chr10	35628871	35629197
chr10	35630481	35630813
chr10	35638270	35638549
chr10	35645031	35645903
chr10	35731035	35731974
chr10	35736586	35737238
chr10	35924529	35924703
chr10	35931129	35931580
chr10	35956346	35956512
chr10	36655459	36655619
chr10	38146104	38147142
chr10	38229380	38229633
chr10	38265053	38266107
chr10	38299339	38300284
chr10	38328101	38328281
chr10	38382852	38383935
chr10	38644926	38645753
chr10	38691225	38692528
chr10	38706823	38707023
chr10	38891883	38892100
chr10	38924444	38924731
chr10	38930522	38930689
chr10	38940195	38940368
chr10	38961486	38961680
chr10	38982932	38983344
chr10	39022356	39022513
chr10	39024172	39024383
chr10	42604171	42604712
chr10	42610947	42611311
chr10	42625295	42625466
chr10	42632208	42632508
chr10	42640779	42640997
chr10	42647578	42647900
chr10	42653433	42653612
chr10	42668599	42668761
chr10	42701193	42701392
chr10	42712570	42712814
chr10	42775599	42776051
chr10	42781176	42781370
chr10	42781635	42781844
chr10	43047743	43048672
chr10	43133452	43134430
chr10	43248715	43248943
chr10	43249838	43250223
chr10	43277774	43278819
chr10	43296595	43296947
chr10	43362013	43362336
chr10	43428241	43428465
chr10	43600655	43601307
chr10	43616355	43616624
chr10	43624727	43625077
chr10	43633303	43634554
chr10	43635726	43636221
chr10	43655825	43656824
chr10	43662010	43662246
chr10	43700492	43700835
chr10	43779934	43780101
chr10	43782734	43782986
chr10	43788849	43789257
chr10	43795001	43795480
chr10	43805062	43805496
chr10	43818266	43818606
chr10	43827443	43828134
chr10	43843878	43844221
chr10	43851368	43851575
chr10	43857166	43858200
chr10	43891623	43892967
chr10	43902685	43903732
chr10	43904119	43905497
chr10	43915694	43916654
chr10	43922698	43923130
chr10	43931825	43932793
chr10	43947436	43947823
chr10	43950343	43951524
chr10	43957384	43957560
chr10	44069785	44070168
chr10	44090704	44091673
chr10	44101701	44102098
chr10	44143841	44144799
chr10	44167221	44167665
chr10	44185232	44185980
chr10	44198777	44198976
chr10	44277436	44277674
chr10	44311679	44312184
chr10	44318323	44318519
chr10	44656295	44656494
chr10	44796316	44796806
chr10	45157061	45157219
chr10	45353254	45353452
chr10	45359973	45360551
chr10	45374139	45374731
chr10	45428280	45428532
chr10	45454638	45455394
chr10	45470180	45470622
chr10	45496239	45497237
chr10	45504090	45504430
chr10	45560608	45560777
chr10	45694064	45694229
chr10	45745642	45745926
chr10	45748610	45749197
chr10	45848265	45849023
chr10	45857981	45858150
chr10	45869485	45869681
chr10	45917144	45917316
chr10	45960352	45960937
chr10	45965596	45966020
chr10	45966133	45966435
chr10	46075880	46077712
chr10	46081597	46081762
chr10	46089956	46090505
chr10	46167580	46168559
chr10	46222181	46223107
chr10	46762652	46762878
chr10	46815177	46815513
chr10	46913771	46914374
chr10	46951259	46951922
chr10	46983578	46983893
chr10	46988347	46988550
chr10	47041683	47042063
chr10	47042168	47042339
chr10	47162803	47162965
chr10	47219177	47219521
chr10	47242803	47243863
chr10	47295991	47296398
chr10	47395796	47396454
chr10	47590007	47590166
chr10	47599983	47600201
chr10	47639667	47640026
chr10	47640805	47641158
chr10	47654019	47654473
chr10	47655694	47656351
chr10	47696470	47696835
chr10	47769074	47769760
chr10	48133002	48133370
chr10	48185562	48186505
chr10	48310108	48310279
chr10	48354537	48355245
chr10	48398487	48399028
chr10	48426839	48427949
chr10	48474178	48474351
chr10	48477891	48478246
chr10	48481264	48481531
chr10	48508544	48508996
chr10	48531781	48532607
chr10	48543631	48544111
chr10	48560780	48561081
chr10	48572939	48573999
chr10	48577600	48577812
chr10	48577984	48578172
chr10	48585989	48586299
chr10	48604707	48604893
chr10	48662084	48662414
chr10	48952207	48952731
chr10	49004938	49005316
chr10	49245488	49245856
chr10	49474573	49474854
chr10	49497703	49497922
chr10	49514305	49515274
chr10	49517848	49518193
chr10	49599197	49599669
chr10	49696911	49697185
chr10	49816365	49816637
chr10	49864109	49864743
chr10	49892830	49893098
chr10	49941017	49941317
chr10	49951688	49951921
chr10	49958934	49959181
chr10	50146973	50147189
chr10	50176554	50176827
chr10	50285084	50285288
chr10	50385365	50386030
chr10	50416859	50417159
chr10	50477784	50477991
chr10	50605938	50606164
chr10	50615579	50615841
chr10	50716380	50716862
chr10	50746578	50747619
chr10	51370865	51371872
chr10	51488805	51489955
chr10	51501606	51501845
chr10	51503079	51503287
chr10	51503942	51504379
chr10	51564879	51565667
chr10	51572025	51572728
chr10	51623050	51623864
chr10	51827176	51828206
chr10	52008579	52008752
chr10	52020637	52021132
chr10	52156525	52157504
chr10	52177608	52178392
chr10	52191675	52192706
chr10	52257576	52257791
chr10	52261685	52261949
chr10	52268076	52268629
chr10	52271269	52271899
chr10	52272880	52273154
chr10	52287305	52287491
chr10	52298426	52299082
chr10	52300250	52300833
chr10	52360141	52360364
chr10	52381714	52382150
chr10	52383289	52385292
chr10	52389397	52389632
chr10	52396320	52397291
chr10	52419874	52420499
chr10	52464384	52464649
chr10	52483629	52483849
chr10	52499316	52500288
chr10	52752446	52752681
chr10	53459031	53459986
chr10	53467558	53467771
chr10	53592658	53593084
chr10	53638928	53639503
chr10	53966707	53967024
chr10	53975635	53975947
chr10	54062060	54062245
chr10	54074370	54074593
chr10	54310353	54310598
chr10	56668564	56668815
chr10	56776740	56776943
chr10	57362005	57362198
chr10	58010319	58010499
chr10	58120674	58121630
chr10	59577801	59577997
chr10	59722573	59722764
chr10	60026163	60026328
chr10	60027481	60028453
chr10	60028454	60029191
chr10	60042365	60042895
chr10	60094348	60095254
chr10	60143937	60144385
chr10	60144668	60145746
chr10	60175311	60175546
chr10	60307357	60307568
chr10	60745092	60745310
chr10	61095970	61096131
chr10	61122129	61123024
chr10	61337043	61337213
chr10	61385883	61386195
chr10	61396695	61396872
chr10	61469173	61469732
chr10	61624175	61625056
chr10	61639238	61639921
chr10	61640735	61641400
chr10	61647803	61648021
chr10	61664827	61665185
chr10	61666038	61666886
chr10	61668193	61668406
chr10	61787466	61787632
chr10	61915270	61915467
chr10	61964527	61964806
chr10	61990903	61991073
chr10	61996908	61997231
chr10	61997776	61998178
chr10	62118198	62118368
chr10	62154147	62154619
chr10	62239156	62239563
chr10	62294783	62295082
chr10	62296385	62296568
chr10	62297596	62297876
chr10	62325409	62325623
chr10	62325856	62326200
chr10	62332168	62332405
chr10	62332460	62333623
chr10	62371038	62371517
chr10	62409441	62409773
chr10	62409960	62410186
chr10	62426066	62426272
chr10	62468509	62468735
chr10	62487657	62488141
chr10	62491315	62491647
chr10	62492572	62492841
chr10	62493023	62493344
chr10	62528504	62528826
chr10	62537805	62538865
chr10	62562331	62562616
chr10	62576249	62576586
chr10	62703455	62704201
chr10	62710895	62711124
chr10	62734566	62734979
chr10	62796190	62796349
chr10	63044185	63044448
chr10	63046491	63046866
chr10	63510824	63511138
chr10	63525553	63525790
chr10	63544602	63545114
chr10	63563272	63563448
chr10	63627472	63628153
chr10	63642390	63642917
chr10	63656680	63656977
chr10	63659827	63660205
chr10	63662229	63663636
chr10	63697474	63698154
chr10	63702985	63704221
chr10	63721097	63721486
chr10	63722171	63722391
chr10	63725257	63725855
chr10	63747378	63748183
chr10	63752274	63753415
chr10	63753805	63754079
chr10	63779149	63779315
chr10	63779742	63779944
chr10	63798317	63798799
chr10	63806871	63807361
chr10	63807590	63808075
chr10	63808847	63809093
chr10	63810494	63811136
chr10	63814482	63814656
chr10	63822574	63822949
chr10	63831675	63832244
chr10	63842365	63843222
chr10	63873477	63873684
chr10	63880723	63881182
chr10	63905235	63905414
chr10	63943146	63943796
chr10	63945927	63946293
chr10	63947949	63948279
chr10	63959454	63959627
chr10	63965695	63965947
chr10	63985182	63985490
chr10	63999875	64000042
chr10	64004730	64004993
chr10	64013578	64013776
chr10	64028164	64028915
chr10	64112384	64112663
chr10	64133999	64134548
chr10	64143514	64144405
chr10	64174088	64174339
chr10	64185852	64186395
chr10	64192987	64193323
chr10	64197356	64197671
chr10	64288114	64288700
chr10	64353915	64354172
chr10	64368087	64368262
chr10	64370522	64370778
chr10	64374275	64374751
chr10	64391862	64392149
chr10	64396867	64397770
chr10	64440984	64441635
chr10	64449423	64449608
chr10	64485936	64486210
chr10	64492652	64493387
chr10	64508985	64509615
chr10	64519554	64519717
chr10	64521054	64521325
chr10	64538159	64538364
chr10	64539255	64539716
chr10	64564053	64565117
chr10	64571050	64571608
chr10	64576059	64577143
chr10	64577772	64578033
chr10	64612093	64612274
chr10	64612942	64613733
chr10	64615990	64616318
chr10	64630738	64630912
chr10	64740493	64740708
chr10	64755196	64755861
chr10	64814863	64815204
chr10	64843596	64843926
chr10	64892780	64893677
chr10	64917821	64918130
chr10	64926637	64926917
chr10	64933427	64933920
chr10	64964521	64964756
chr10	64976837	64977281
chr10	64985472	64986090
chr10	64987100	64987380
chr10	64996238	64996600
chr10	65001703	65002042
chr10	65028565	65029259
chr10	65114988	65115307
chr10	65148352	65148831
chr10	65181439	65181733
chr10	65197517	65197695
chr10	65224749	65226116
chr10	65275054	65275766
chr10	65280514	65282385
chr10	65314543	65314751
chr10	65332714	65332897
chr10	65333160	65333432
chr10	65371002	65371168
chr10	65389095	65390666
chr10	65459955	65460228
chr10	65467010	65467468
chr10	65479884	65480051
chr10	65599193	65599359
chr10	65626322	65626838
chr10	65800855	65801408
chr10	65901091	65901417
chr10	67940383	67940724
chr10	67978958	67979133
chr10	69372433	69373259
chr10	69457636	69457803
chr10	69523358	69524874
chr10	69532773	69532958
chr10	69539542	69539974
chr10	69550805	69551096
chr10	69563191	69563512
chr10	69609129	69610033
chr10	69615329	69615619
chr10	69643954	69645450
chr10	69684151	69684333
chr10	69802468	69802903
chr10	69834304	69835521
chr10	69923606	69923813
chr10	69991168	69991429
chr10	70001369	70001572
chr10	70044549	70044782
chr10	70061985	70062162
chr10	70074198	70074485
chr10	70091104	70092247
chr10	70092479	70092818
chr10	70107964	70108619
chr10	70166467	70167386
chr10	70183274	70183599
chr10	70231165	70231898
chr10	70286861	70287618
chr10	70310390	70310777
chr10	70319777	70320015
chr10	70321029	70321227
chr10	70359841	70360505
chr10	70385195	70385576
chr10	70480469	70481523
chr10	70587012	70587580
chr10	70587899	70588265
chr10	70660514	70661538
chr10	70715289	70717006
chr10	70748169	70749022
chr10	70757500	70757864
chr10	70764612	70764785
chr10	70803963	70804133
chr10	70805204	70805702
chr10	70815016	70815258
chr10	70821349	70821856
chr10	70825319	70826039
chr10	70847320	70848115
chr10	70848306	70848936
chr10	70849548	70850402
chr10	70852966	70853343
chr10	70883190	70884811
chr10	70939236	70940358
chr10	70975024	70975334
chr10	70981842	70982795
chr10	70988777	70989225
chr10	70997296	70997720
chr10	71022083	71022397
chr10	71077933	71079263
chr10	71087286	71088241
chr10	71094899	71095059
chr10	71104402	71105285
chr10	71113845	71114127
chr10	71119361	71119689
chr10	71152190	71152585
chr10	71168296	71169006
chr10	71185630	71186020
chr10	71186974	71187297
chr10	71189023	71189183
chr10	71209475	71209960
chr10	71210990	71211684
chr10	71267507	71267868
chr10	71275470	71276144
chr10	71384209	71384389
chr10	71389877	71390209
chr10	71462212	71462387
chr10	71494391	71494970
chr10	71517568	71517732
chr10	71540284	71540484
chr10	71601885	71602060
chr10	71610570	71610875
chr10	71674456	71674647
chr10	71718038	71718256
chr10	71851928	71852565
chr10	71853257	71853625
chr10	71875927	71876356
chr10	71892402	71892605
chr10	71892670	71893100
chr10	71905454	71906941
chr10	71922403	71923160
chr10	71929653	71930740
chr10	71981237	71981518
chr10	71992882	71993709
chr10	72014976	72015409
chr10	72017230	72017494
chr10	72032524	72032945
chr10	72115097	72115386
chr10	72124026	72124649
chr10	72141781	72142604
chr10	72147163	72147499
chr10	72163546	72164568
chr10	72164939	72165278
chr10	72200743	72201251
chr10	72218121	72218302
chr10	72237539	72238059
chr10	72254301	72254919
chr10	72318906	72319341
chr10	72335439	72335649
chr10	72338025	72338692
chr10	72346532	72346699
chr10	72346966	72347231
chr10	72362312	72362944
chr10	72416242	72416867
chr10	72480037	72480249
chr10	72575337	72576167
chr10	72580787	72581364
chr10	72592779	72593312
chr10	72639769	72640055
chr10	72647582	72648460
chr10	72685411	72685773
chr10	72854158	72854991
chr10	72894747	72894907
chr10	72972317	72972517
chr10	73078755	73079528
chr10	73093140	73093297
chr10	73136885	73137398
chr10	73144059	73144354
chr10	73221124	73221319
chr10	73228334	73228517
chr10	73291446	73291707
chr10	73383991	73384281
chr10	73448686	73448928
chr10	73485833	73487783
chr10	73495844	73496248
chr10	73496450	73496676
chr10	73496981	73497186
chr10	73508431	73509132
chr10	73516449	73517267
chr10	73528524	73529410
chr10	73533127	73533964
chr10	73571546	73572142
chr10	73610345	73611286
chr10	73637876	73638175
chr10	73648444	73648938
chr10	73656118	73656725
chr10	73693209	73693761
chr10	73693884	73694052
chr10	73700140	73700307
chr10	73724217	73724469
chr10	73724657	73725014
chr10	73734007	73734691
chr10	73808261	73808759
chr10	73821439	73821610
chr10	73843644	73844114
chr10	73848149	73848850
chr10	73857576	73857757
chr10	73867176	73867744
chr10	73869249	73869653
chr10	73894653	73895203
chr10	73922787	73923094
chr10	73975237	73976194
chr10	74007841	74008876
chr10	74014681	74015086
chr10	74020022	74021618
chr10	74033267	74033969
chr10	74045131	74045641
chr10	74052093	74052548
chr10	74055723	74056164
chr10	74056906	74058067
chr10	74065124	74065459
chr10	74079160	74080830
chr10	74086347	74086963
chr10	74091490	74092011
chr10	74094646	74095229
chr10	74100299	74100594
chr10	74113942	74115132
chr10	74124102	74124482
chr10	74129994	74130488
chr10	74323051	74323486
chr10	74324483	74324677
chr10	74385300	74386221
chr10	74413420	74413680
chr10	74436064	74436441
chr10	74451544	74452551
chr10	74462911	74463275
chr10	74489203	74489800
chr10	74513906	74514113
chr10	74561227	74561418
chr10	74701569	74701767
chr10	74855646	74857263
chr10	74870131	74870399
chr10	74918962	74919186
chr10	74921924	74922150
chr10	74927370	74928326
chr10	75006463	75007264
chr10	75012005	75013109
chr10	75118038	75118758
chr10	75128018	75128354
chr10	75172892	75174370
chr10	75238467	75238722
chr10	75239733	75240397
chr10	75254859	75256070
chr10	75289033	75289471
chr10	75385145	75386082
chr10	75403842	75404167
chr10	75489657	75490671
chr10	75503626	75504623
chr10	75519124	75519498
chr10	75519584	75519758
chr10	75522739	75523274
chr10	75531772	75533011
chr10	75541559	75542083
chr10	75544956	75545789
chr10	75570812	75571899
chr10	75608908	75609236
chr10	75617269	75617484
chr10	75619396	75619718
chr10	75625356	75625756
chr10	75633991	75635187
chr10	75639294	75639768
chr10	75645802	75646139
chr10	75668598	75669195
chr10	75670587	75671331
chr10	75679846	75680054
chr10	75681845	75682204
chr10	75692175	75692418
chr10	75700441	75700746
chr10	75716247	75716760
chr10	75716966	75717355
chr10	75751488	75751993
chr10	75757264	75758259
chr10	75781058	75781340
chr10	75809674	75809887
chr10	75815545	75815708
chr10	75815710	75816389
chr10	75824043	75824213
chr10	75837932	75838218
chr10	75844852	75845079
chr10	75910176	75911407
chr10	75936018	75937005
chr10	75941704	75941880
chr10	75949858	75950193
chr10	75954252	75954592
chr10	75987628	75988078
chr10	76143449	76143636
chr10	76260040	76260556
chr10	76263069	76263257
chr10	76344951	76346117
chr10	76348926	76349475
chr10	76559576	76559985
chr10	76585536	76586916
chr10	76613776	76614138
chr10	76631135	76632250
chr10	76658028	76658680
chr10	76673036	76673328
chr10	76686399	76686581
chr10	76709441	76709791
chr10	76727645	76728076
chr10	76736927	76737120
chr10	76737740	76738107
chr10	76751195	76751442
chr10	76760827	76760984
chr10	76774408	76774737
chr10	76781992	76782321
chr10	76793873	76794168
chr10	76802122	76802339
chr10	76859511	76859958
chr10	76870981	76872254
chr10	76897337	76898131
chr10	76926226	76926771
chr10	76940555	76941199
chr10	76947608	76948138
chr10	76969736	76970858
chr10	76990378	76990672
chr10	76993880	76994641
chr10	76995455	76995964
chr10	77054678	77055190
chr10	77104249	77104478
chr10	77215184	77215357
chr10	77423554	77423776
chr10	77524051	77524534
chr10	77600932	77601174
chr10	77796069	77796301
chr10	77899203	77899634
chr10	77928323	77928560
chr10	78108228	78108458
chr10	78379726	78379889
chr10	78641361	78641544
chr10	78642186	78642369
chr10	78744536	78744786
chr10	78764899	78765064
chr10	78801576	78801799
chr10	78811620	78811819
chr10	78890868	78891094
chr10	78933635	78933931
chr10	78973453	78973620
chr10	78973793	78974008
chr10	78985177	78985482
chr10	78990767	78990974
chr10	79171628	79171799
chr10	79207496	79207692
chr10	79260841	79261022
chr10	79279816	79280018
chr10	79401514	79401787
chr10	79471089	79471594
chr10	79479349	79479532
chr10	79506466	79506724
chr10	79540958	79541241
chr10	79559073	79559240
chr10	79561304	79561606
chr10	79595963	79596372
chr10	79597347	79597631
chr10	79661241	79661500
chr10	79679778	79679936
chr10	79686103	79686283
chr10	79720720	79720954
chr10	79747194	79747445
chr10	79788958	79789931
chr10	79793299	79794045
chr10	79807125	79807430
chr10	79841039	79841239
chr10	79870818	79871011
chr10	79876742	79876936
chr10	79965394	79965633
chr10	80062711	80063634
chr10	80070461	80070641
chr10	80080227	80080393
chr10	80294505	80294713
chr10	80338742	80339011
chr10	80339183	80339374
chr10	80506954	80507130
chr10	80523510	80524011
chr10	80551165	80551329
chr10	80621557	80621800
chr10	80654411	80654619
chr10	80704501	80704836
chr10	80733227	80733998
chr10	80734334	80734696
chr10	80807661	80808306
chr10	80827111	80827441
chr10	80828512	80829251
chr10	80851901	80852115
chr10	80955095	80955441
chr10	81002471	81002825
chr10	81003050	81003875
chr10	81045129	81045322
chr10	81045958	81046553
chr10	81077393	81077898
chr10	81082656	81083509
chr10	81091395	81091842
chr10	81107016	81107593
chr10	81107805	81108070
chr10	81134275	81134579
chr10	81193847	81194593
chr10	81204944	81205965
chr10	81227297	81227702
chr10	81247610	81247940
chr10	81296832	81297273
chr10	81300658	81301086
chr10	81321884	81322318
chr10	81434730	81434946
chr10	81442883	81443119
chr10	81445016	81445244
chr10	81539257	81539501
chr10	81559168	81559390
chr10	81585601	81587015
chr10	81629382	81629670
chr10	81648806	81649108
chr10	81664517	81665134
chr10	81689316	81689562
chr10	81744511	81744897
chr10	81793231	81793431
chr10	81806758	81807040
chr10	81838196	81839240
chr10	81864227	81864525
chr10	81886767	81886927
chr10	81904356	81904781
chr10	81947152	81948074
chr10	81956009	81956457
chr10	81962983	81964144
chr10	81964859	81965755
chr10	81978779	81978956
chr10	81982294	81982771
chr10	82020391	82020679
chr10	82096246	82096529
chr10	82137906	82138438
chr10	82142786	82143013
chr10	82167637	82168622
chr10	82204576	82204849
chr10	82213425	82214588
chr10	82218979	82219137
chr10	82223336	82223513
chr10	82225153	82226069
chr10	82228501	82228739
chr10	82231595	82232384
chr10	82245299	82245499
chr10	82246179	82246339
chr10	82247522	82248164
chr10	82253096	82253691
chr10	82258445	82258773
chr10	82265283	82265703
chr10	82286285	82286468
chr10	82295381	82295924
chr10	82356551	82356800
chr10	82422337	82422805
chr10	82444110	82444370
chr10	82459042	82459605
chr10	82520751	82521103
chr10	82611792	82612038
chr10	85440038	85440637
chr10	85602032	85602321
chr10	85631181	85631497
chr10	85702974	85703176
chr10	85898511	85899856
chr10	85907704	85908083
chr10	85950665	85951148
chr10	85965346	85965660
chr10	86024155	86024773
chr10	86027329	86027507
chr10	86053498	86053736
chr10	86054646	86054840
chr10	86087896	86089256
chr10	86090024	86090187
chr10	86093661	86094237
chr10	86111933	86112280
chr10	86134814	86135086
chr10	86189817	86190055
chr10	86297330	86297560
chr10	86300394	86300769
chr10	86308839	86309064
chr10	86386471	86386673
chr10	86466773	86467002
chr10	86728651	86728900
chr10	86956303	86956626
chr10	86999271	86999446
chr10	87331238	87331550
chr10	87354183	87354504
chr10	87372003	87372951
chr10	87806930	87807826
chr10	87952759	87952941
chr10	88136950	88137313
chr10	88159499	88161228
chr10	88171362	88171663
chr10	88172838	88173497
chr10	88281091	88282263
chr10	88296202	88296689
chr10	88345329	88345608
chr10	88385968	88386143
chr10	88448181	88448436
chr10	88470554	88471870
chr10	88515674	88516842
chr10	88529993	88530409
chr10	88648699	88648969
chr10	88699107	88699602
chr10	88710212	88710636
chr10	88720325	88720571
chr10	88726234	88726543
chr10	88730819	88731625
chr10	88785137	88785620
chr10	88843608	88844787
chr10	88853807	88855524
chr10	88963156	88963781
chr10	88974069	88974248
chr10	89040629	89040907
chr10	89061254	89061603
chr10	89073645	89073850
chr10	89081119	89081540
chr10	89101623	89103044
chr10	89145675	89145874
chr10	89195845	89196307
chr10	89264159	89265336
chr10	89279488	89279721
chr10	89395612	89395878
chr10	89406706	89407013
chr10	89509704	89510108
chr10	89521590	89521959
chr10	89577482	89578794
chr10	89590056	89590294
chr10	89610605	89610856
chr10	89621704	89623712
